title,bedrooms,price,location,post_time
IN UNIT WASHER DRYER * WINDOWS IN LIVING ROOM * DISHWASHER *,,"$5,000","l, g, j, m, z trains * prime williamsburg *",1/13
BRAND NEW * 1.5 BATHS * PARKING AVAIL * LAUNDRY & ROOFTOP ACCESS *,,"$2,750",2 & 5 trains @church ave,1/13
BACKYARD * DUPLEX * 3 BEDS + HUGE BASEMENT SPACE * NIGHT LIFE AREA,,"$3,700",maria hernandez park @jefferson l & m trains,1/13
PRIVATE BACKYARD_IN UNIT WASHER DRYER_MASSIVE ENTIRE BUILDINGS BASEMEN,,"$3,700",maria hernandez park @dekalb l & m trains,1/13
SMALLER STUDIO STYLE * TRUE 1 BEDROOM * OLDER BUILDING *,,"$1,650",bed stuy @ a c & j z trainz,1/13
NewYorkCityApartments.com -  Upper East Side Luxury 1 bed,,"$4,340",upper east side,1/13
NewYorkCityApartments.com -  Upper East Side Luxury Studio,,"$3,260",upper east side,1/13
NewYorkCityApartments.com 150+ Upper East Side Listings Updated Daily,,"$8,000",upper east side,1/13
NewYorkCityApartments.com 150+ Upper East Side Listings Updated Daily,,"$4,700",upper east side,1/13
NewYorkCityApartments.com 150+ Upper East Side Listings Updated Daily,,"$3,800",upper east side,1/13
RENT STABILIZED DEAL IN THE UPPER EAST SIDE 80s.,,"$2,400",upper east side,1/12
Beautiful 1BD 1 B Apartment in Prime Park Slope/South Slope location!,,"$2,675",brooklyn,1/12
3Bed-2bath Apartment,,"$2,450",jamaica estates/jamaica hills,1/12
ABSOLUTELY INSANE GP DUPLEX AVAILABLE ASAP,,"$5,999","greenpoint @ nassau ave g, graham ave l",1/12
large Studio,,"$1,200",mount vernon,1/12
HOUSE+3BDRM1BATH+SPLITLEVEL+DISHWASHER+STAINLESSTEEL+TOPFLRSWEETCLEAN!,,"$2,200",bensonhurst,1/12
No Fee! Charming Exposed Brick 3 Bed 2 Bath,,"$4,500",new york,1/12
Room for rent,,"$1,050",pelham bay park,1/12
Greenpoint 2 Bedroom Available ASAP,,"$4,615","greenpoint @ nassau ave g, graham ave l",1/12
No Fee! Spacious 4 Bed 2 Bath,,"$4,695",new york,1/12
CONDO+2BDRM1BATH+BALCONY+ELEVATOR+LAUNDRYONSITE+PRIMELOCATIONRDY2GOCLI,,"$2,000",bay ridge,1/12
No Fee! Brand New 3 Bed 3 Bath - Private Rooftop - W/D In Unit,,"$4,999",brooklyn,1/12
Rent Stabalized - 3 Bed 1 Bath W/D in Unit,,"$1,785",bronx,1/12
Heart of Soho Studio- One of the Best Locations,,"$1,750",soho,1/12
No Fee! Sun-Swept 2 Bed 1 Bath,,"$2,300",brooklyn,1/12
Gorgeous 1 bed/1 bath apartment available in Flatbush!,,"$1,650",flatbush,1/12
No Fee - Charming 2 Bed 1 Bath In Prime Flatbush,,"$2,650",brooklyn,1/12
No Fee! Spacious 3 Bed 2 Bath W/D in Unit,,"$3,450",brooklyn,1/12
Massive 2 bedroom PLUS OFFICE and1 bath apartment available in Prime F,,"$2,800",flatbush,1/12
PLG * 1 BED * LUXURY * DOORMAN * PARKING * GYM * POOL * ELEVATOR,,"$3,800",plg,1/12
123 PLG * 5TH FL * 2 BED * 1 BATH * LUXURY * ELEVATOR * PARKING,,"$4,650",plg,1/12
Awesome lovely 1 bedroom in Clinton Hill___LAUNDRY____ROOF DECK,,"$2,700",clinton hill.,1/12
Brand new 2 Bedroom._____Large rooms_____washer dryer___No fee,,"$2,600",bushwick -lm at myrtle wyckoff,1/12
Brand new 2 Bedroom._____Large rooms_____washer dryer___No fee,,"$3,000",bushwick -lm at myrtle wyckoff,1/12
No Fee- Brand New 3 Bed 1 Bath - W/D in Building,,"$2,504",bronx,1/12
"2BR, LVR, EIK, Office, Sun Room, great for professional, Furnished/Un",,"$2,600",stamford - excellent location,1/12
Massive 3 bed/1 bath apartment available in Prime Flatbush!!,,"$2,800",flatbush,1/12
One Bedroom Apartment for Rent,,"$1,200",norwalk,1/12
"Time Square Luxurary building New Renovation, All-wall window",,"$2,050",midtown west,1/12
PLG * 2 BED * 2 BATH * LUXURY * LAUNDRY * ELEVATOR * PARKING * POOL,,"$4,725",plg,1/12
master bedroom w on-suite bathroom in 2b/2b,,"$2,950",downtown brooklyn,1/12
Beautiful & Clean ( 2 Bed ) Close To Transportation *LIMITED TIME*,,"$2,200",ozone park / howard beach / woodhaven / crossbay,1/12
39TH STREET AND 50TH AVE BEAUTIFUL ONE BEDROOM AVAILABLE,,"$1,790",sunnyside,1/12
39TH STREET AND 50TH AVE BEAUTIFUL ONE BEDROOM AVAILABLE,,"$1,700",sunnyside,1/12
"DUPLEX, SHARED YARD, 2.5 Baths 4 Bed Laundry in Building",,"$3,795","ridgewood, queens",1/12
Brand New 1 Bedroom in Clinton Hill,,"$3,300",brooklyn,1/12
Brand New Studio in Clinton Hill,,"$2,650",brooklyn,1/12
PLG * 2 BED * LUXURY * LAUNDRY * ELEVATOR * PARKING,,"$4,800",prospect lefferts garden,1/12
"1600sq ft DUPLEX, YARD, MASSIVE 3 Bed, 1.2 Baths",,"$4,300",buswick,1/12
4 bedroom home must see!!,,"$4,100",valley stream,1/12
2 Bedroom  Apartment with new Washer/Dryer,,"$2,600",canarsie,1/12
Prime Williamsburg 4BR apartment NEW DEVELOPMENT,,"$8,500",brooklyn,1/12
____LIVE WORK LOFT____High Ceiling's_______Laundry______Roof Aceess___,,"$1,900",williamsburg right @ l train jefferson stop_________________,1/12
Large bright 3br in Brooklyn!,,"$3,100",brooklyn,1/12
3 bedroom available in queens,,"$2,500",rockaway,1/12
Large renovated 4 Bedroom and 2 full baths apartment with lots of wind,,"$2,999",flatbush,1/12
Gorgeous 2 bed/1 bath sun-filled residence. Brand new renovations,,"$2,250",east flatbush,1/12
This Lovely 2 Bed / 1 Bath apartment waiting to be your new home!,,"$2,799",prospect lefferts gardens,1/12
CORNER UNIT_CITY VIEWS_2 MONTHS FREE!!!!,,"$3,511",financial district,1/12
W/D In Unit--3 Bed / 2 Bath--Doorman/Gym/Lounge Area--No Extra Fees,,"$3,795",sunnyside,1/12
NO FEE ONE BEDROOM UNIT,,"$1,850",ozone park/woodahven,1/12
No Fee--Luxury 2 Bed / 2 Bath---W/D In Unit--Doorman Building,,"$3,785",sunnyside,1/12
impressive 2-bedroom NO FEE,,"$2,800",bushwick,1/12
Spacious 4 Bed 2 Bath NO FEE,,"$3,400",ridgewood,1/12
3 Bed 2 bath MARIA Hernandez 2 blocks away 💙NO FEE💙,,"$3,200",bushwick,1/12
2 Bed 1 Bath NO FEE,,"$2,500",crownheights,1/12
MASSIVE 3 BEDROOM 1 BATH** LAUNDRY IN UNIT**NO FEE,,"$3,000",flatbush,1/12
KING SIZED Modern 1 bed apt at BUSHWICK!! **No fee**,,"$2,400",brookyln,1/12
BACK ON THE MARKET!! 3 BED 2 BATH w/d in unit,,"$3,150",brooklyn,1/12
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,,"$2,950",brooklyn,1/12
🌟Awesome 3 bed 2 bath in Prime Bushwick! $3200!,,"$3,200",bushwick,1/12
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,,"$2,200",flatbush,1/12
🌟 Beautiful 2 Bedroom Apartment in Bushwick! $2800!,,"$2,800",bushwick,1/12
🌟Massive Crown Heights 3 bed 2 bath! $3250!,,"$3,250",crown heights,1/12
🌟 Huge Bedstuy 3 Bedroom! $2850,,"$2,850",bedstuy,1/12
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,,"$3,850",bushwick,1/12
🌟 2 Bed + Home Office! Prime Bushwick! $3200,,"$3,200",bushwick,1/12
