title,bedrooms,price,location,post_time
New building on the best side of Williamsburg!,,"$3,850",williamsburg,1/20
1 MONTH FREE RIVERDALE LUXURY GYM POOL TENNIS DOORMAN PARK,,"$2,300",riverdale,1/20
RIVERDALE !! 1 TRAIN HARDWOOD FLOOR HUGE PREWAR GEM,,"$1,900",riverdale,1/20
SUPER SUNNY/ SPACIOUS 3 BDRM AVAILABLE IN BEDSTUY***ASAP MOVE IN***,,"$2,700",bedford stuyvesyant,1/20
SUPER SPACIOUS 3 BDRM DUPLEX W/BACKYARD IN RIDGEWOOD**GREAT DEAL**,,"$3,695",ridgewood,1/20
LUXURY 1 BDMR APT AVAILABLE IN PRIME ASTORIA***LOTS OF AMENITIES**,,"$2,934",astoria,1/20
LARGE 4 BDRM 2 BATH AVAILABLE IN WILLIAMSBURG***WILL GO FAST !!,,"$5,795",williamsburg,1/20
MODERN 2 BDRM GEM AVAILABLE IN BEDSTUY**ASAP MOVE IN***GREAT LOCATION,,"$2,695",bedford stuyvesyant,1/20
Huge Students Specials,,"$3,000",riverdale,1/20
SPACIOUS 2 BDRM AVAILABLE IN BUSHWICK***ASAP MOVE IN***GREAT LOCATION,,"$2,550",bushwick,1/20
Spacious 2 Bed 2 Bath NO FEE + Office space,,"$2,900",brooklyn,1/20
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,,"$2,800",bushwick,1/20
CHEAP THREE BED FLAT -  AVAILABLE NOW😳😳,,"$2,600",ocean hill,1/20
SPACIOUS 4 BED / 2 BATH IN PRIME LOCATION ~ RIGHT OFF MYRTLE WYCKOFF,,"$3,800",ridgewood,1/20
3 Bedroom Apt,,"$2,000",st. albans ny,1/20
Spacious 1 Bedroom Near Manhattan College,,"$2,050",riverdale,1/20
3 BDRM GOWANUS GEM AVAILABLE FOR ASAP MOVE IN!!! SHARED YARD!!!,,"$4,400",gowanus,1/20
TWO BEDROOM IN LUXURY BUILDING WITH WATER VIEW - NO FEE !!,,"$5,395",financial district,1/20
HUGE two bed in the heart of Bushwick:) NO FEE,,"$3,799",bushwick,1/20
2 bedroom apt for rent,,"$2,100",yonkers ny,1/20
HUGE luxury one bed in Bushwick :) NO FEE,,"$2,950",bushwick,1/20
4BEDROOM DUPLEX / ENDLESS NATURAL LIGHT / 2 BATHROOMS**NO FEE,,"$5,800",williamsburg,1/20
DUPLEX**PRVATE ROOFDECK**ENDLESS LIGHT**2 BATHROOM**NO FEE,,"$2,900",crown heights,1/20
**LARGE LIVIG ROOM** SPACIOUS 3 BEDROOM IN STUYVSANT HEIGHT***NO FEE,,"$2,700",stuyvsent height,1/20
FOR YOU “ONLY THE BEST” BEAUTIFL 1BR-DM/ELEV/LNDRY-BIG WINDOS-SS-DW-AC,,"$3,000",upper east side,1/20
L TRAIN: TWO BED IN WILLIAMSBURG WITH BIG LIVING ROOM :),,"$3,600",williamsburg,1/20
Huge 2 Bedroom apartment for rent Near Manhattan College,,"$2,400",riverdale,1/20
"Sun Filled Apartment for Rent, 4 Bedrooms, 2023 (1119J #2)",,"$3,390",brooklyn,1/20
"Brooklyn Apartment, 2 Bedroom, 1 Bath, Garden (1119J #1)",,"$3,250",brooklyn,1/20
Large No- Fee Luxury on the Hudson River,,"$2,500",riverdale,1/20
NEW Amazing 2 Bed Apartment Available Central Crown Heights 809 Park Pl #4A,,"$2,600",brooklyn,1/20
BRAND NEW EXTRA LARGE 3 BR NYCHA/HPD OR CITYFHEPS VOUCHERS - 2 BATHS,,"$3,200","gunhill road vicinity, bronx",1/20
2 Bedroom,,"$1,950",yonkers,1/20
Massive with private outdoor space and washer / dryer!,,"$3,895",bed stuy,1/20
Dream 3B/1BA available April 1st in Flatbush! {REF#159},,"$2,943",flatbush,1/20
OVERSIZED TWO BEDROOM ON NARROWS AVENUE,,"$2,700",brooklyn,1/20
NO FEE!. Amazing High Floor Studio with water views.,,"$3,000",financial district,1/20
"Dishwasher, Stone countertops, High Ceilings, Roof Acess, modern kitch",,"$3,200",bed-stuy,1/20
Stunning 1 Bedroom Apartment in Williamsburg {REF#181},,"$2,500",williamsburg,1/20
"AC, Washer/Dryer, Gym, Bike Storage, Gym, Parking, Roof",,"$2,900",bed-stuy,1/20
Townhouse for Rent,,"$3,000","jamaica, queens",1/20
Apartment For Rent 1026 2nd ave apt 3f,,"$2,850",sutton place,1/20
"Huge Studio in FiDi, Full service Building.",,"$3,600",financial district,1/20
"BEAUTIFUL PLACE TO LIVE BIKE STORAGE, ELEVATOR,PRIVATE PARKING,LAUNDRY",,"$4,500",williamsburg,1/20
Washer Dryer in Unit! Prime location!,,"$3,195",bushwick,1/20
"BIG BEDROOMS WITH GIANT WINDOWS, WASHER DRYER INSTALLED",,"$3,100",bed-stuy,1/20
"TWO EVENLY SIZED BEDROOMS WITH LAUNDRY IN BUILDING, PRIVATE PARKING",,"$3,400",bushwick,1/20
EVERY ROOM HAS WONDERFUL NATURAL LIGHT WITH HARDWOOD FLOORS,,"$3,400",bushwick,1/20
* HUGE PRIVATE BACKYARD * NEW RENOVATED BATHROOM * KING SIZED BEDROOMS,,"$2,399",brooklyn,1/20
MASSIVE 2 Bed w/ Balcony in NEW Luxury Building!,,"$3,345",heart of bedstuy! short walk from the j/z/a & c train lines.,1/20
"Gorgeous 1 Bed in Renovated Building w/ Backyard, Rood & Laundry!",,"$2,499","bushwick, 500 feet from the kosciusko st j train.",1/20
1 Bedroom Apartment for Rent,,"$2,300","harrison, ny",1/20
COZY STUDIO FURNISHED,,"$1,400",jamaica,1/20
Amazing 2 bedroom apartment with two private outdoor spaces available,,"$3,400",brooklyn,1/20
SPACIOUS 2 BDRM AVAILABLE IN BUSHWICK***ASAP MOVE IN***GREAT LOCATION,,"$2,550",bushwick,1/20
"Large, Gorgeous New Studio Apartment located",,"$2,600",ridgewood,1/20
89TH STREET AND 55TH AVE GORGEOUS ONE BEDROOM NEAR TRAIN,,"$1,800",elmhurst,1/20
Renovated 4BR Unit in Hamilton Heights (140th St)+ DW+ Laundry in Unit,,"$3,300",harlem / morningside,1/20
Stunning No Broker Fee 4 Bed/5 Bath Apartment!,,"$4,300",bushwick,1/20
Brand New 1 Bedroom 2 Blocks from Metro North,,"$2,002","mount vernon, ny",1/20
Mega-sized Convertible 1 Bed in the Heart of FiDi,,"$2,400",financial district,1/20
One Bedroom Apartment,,"$1,375",rosedale,1/20
No Fee* NEW LUXURY 1 Bed 1 Bath in Greenpoint,,"$4,389",greenpoint,1/20
BRAND NEW & Gorgeous 2 bedroom Apartments with W/D in unit!,,"$2,500",brooklyn,1/20
No Fee* NEW LUXURY STUDIO in Greenpoint,,"$2,968",greenpoint,1/20
Massive 900 SF One Bedroom w/ Spacious Layout - DM/GYM/Laundry,,"$4,300",midtown east,1/20
Experience Luxury Living -  Beautiful 1 bedroom,,"$3,300",brooklyn,1/20
Fabulous 2 bedroom New Canaan Townhouse Condo,,"$3,500","fairfield co, ct",1/20
Artsy Studio - Private roof deck,,"$2,950",brooklyn,1/20
Studio Apt--1 Block from beach,,"$1,350",rockaway park,1/20
Private Outdoor space*Exposed brick new Everything*Gas included*Park a,,"$2,600",bedford-stuyvesant,1/20
Backyard! 3 Bedroom plus large basement 1.5 bath right off Seneca M train.,,"$3,157",brooklyn,1/20
===TOP FLOOR====MASSIVE====HIGH CEILING====CITY VIEWS====,,"$4,000",tribeca,1/20
Washer and dry in unit - 4 Bedroom in prime bushwick!,,"$4,100",brooklyn,1/20
2 bedroom in Brand New condition,,"$2,500",bronx,1/20
No fee - 2 bed with private balcony,,"$2,900",middle village,1/20
3 Bedroom in Prime Bushwick! Feb 1st or asap move in!,,"$3,500",brooklyn,1/20
Cozy & Comfortable 1br 1br,,"$1,900",brooklyn,1/20
"Wonderful apartment in great neighborhood in Crown Heights, $850",,$850,brooklyn,1/20
"Huge 1 bed home office in FiDi, Full service Building.",,"$4,500",financial district,1/20
No Fee * Renovated 1 Bed 1 Bath in Astoria *Elevator & Laundry in,,"$2,675",astoria,1/20
"Huge Studio in FiDi, Full service Building.",,"$2,950",financial district,1/20
Apartment for rent,,"$1,280",jersey city,1/20
Beautiful Renovated Apt In Nomad/ Rose Hill Area,,"$6,500",murray hill,1/20
===HIGH FLOOR====NEW CONSTRUCTION====CONDO FINISHES====HIGH CEILINGS==,,"$4,595",tribeca,1/20
NEWLY RENOVATED 1 BED w PRIVATE ROOF,,"$2,700",brooklyn,1/20
MASSIVE SPACE LARGE CLOSETS TOP OF THE LINE FINISHES TOP FLOOR,,"$3,450",financial district,1/20
$3400 - Great 2 bedroom with Amazing View in West Harlem,,"$3,400",west harlem,1/20
2 Bed  w/ Washer & Dryer in Unit *ASTORIA*,,"$2,800",astoria,1/20
BRAND NEW LUXURY ONE BED 3B,,"$2,250",brooklyn,1/20
89TH STREET AND QUEENS BLVD TWO BEDROOMS NEAR #M R TRAIN,,"$1,795",elmhurst,1/20
3 bedroom/ Two baths in Mint condition,,"$3,084",bronx,1/20
No Fee  New LUXURY 2 Bed 2 Bath in Williamsburg Water Front !!,,"$8,483",williamsburg,1/20
"$2500 for a Beautiful, 3bed, 2Bath apt.",,"$2,500",laurelton/springfield area,1/20
Luxury Studio Apartment Right by The East River,,"$2,995",long island city,1/20
**GORGEOUS NEWLY RENOVATED 3 BED/ 1 BATH APT IN PRIME WILLIAMSBURG**,,"$3,800",williamsburg,1/20
Two Bedroom in Prime Astoria Location with Queens Views,,"$2,750",astoria,1/20
HUGE PORTCHESTER 1 BED WITH WALK THRU KITCHEN & DINING AREA,,"$1,925",portchester,1/20
92ND STREET AND WHITNEY AVE TWO BEDROOMS AVAILABLE NEAR #7 TRAIN,,"$1,800",elmhurst,1/20
