title,bedrooms,price,location,post_time
"Equal Sized 3 Bedroom, Massive Living Space, Dekalb L 3 Blocks away",3br,"$3,500","bushwick, brooklyn",5h ago
Luxury 1 Bed with Balcony & Open Kitchen in Downtown Brooklyn!,1br,"$3,950",downtown brooklyn,5h ago
**DOWNTOWN BROOKLYN**3 BEDROOM/2 BATH**LAUNDRY**ROOF DECK,3br,"$5,750",downtown brooklyn,5h ago
Luxury East-Facing Studio w/ Stainless Steel Appliances in FiDi!,,"$3,290",financial district,5h ago
"No Fee 20-25 Minutes into the City, Large 3 Bed, Prime Buashwick",3br,"$3,400","bushwick, brooklyn",5h ago
4 bed 3 bath Massive duplex in Prim bushwick with private backyard !,4br,"$5,000",brooklyn,5h ago
"✨ PERFECT ""TRUE 2 BR."" 💁‍♀️🙆‍♂️ / + BALCONY / 📍LENOX HILL",2br,"$3,150",upper east side,5h ago
SUPER BRIGHT 3 BEDROOM IN PRIME CROWNHEIGHTS,3br,"$2,750",crownheights,5h ago
Furnished One Bedroom Apartment,1br,"$1,600",white plains,5h ago
NEWLY RENOVATED LARGE 2 BEDROOM IN BUSHWICK WITH W/D IN UNIT !,2br,"$2,700",bushwick,5h ago
NO-FEE Modern 1 Bed with Granite Kitchen and Dishwasher in Kips Bay!,1br,"$3,925",kips bay,6h ago
"Prime Bushwick,  3 Bedroom Sun Drenched Bedrooms",3br,"$3,500",bushwick,6h ago
3 Bed /1 Bath Apartment in Excellent Location!,3br,"$3,100",crown heights,6h ago
🌟Gorgeous Crown Heights 1 Bed! Chipotle down the street! $2300,1br,"$2,300",crown heights,6h ago
1.5 bath Dekalb L Seneca M (NO FEE),3br,"$3,675",ridgewood,6h ago
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2br,"$2,500",flatbush,6h ago
🌟 Bright Crown Heights 3 Bedroom Apartment! $2800,3br,"$2,795",crown heights,6h ago
🌟Prospect Heights 3 Bed 1.5 Bath! $3650!,3br,"$3,650",prospect heights,6h ago
"PATHWAY TO AN ""ULTRA COOL"" SPACIOUS STUDIO-PRIVA GARDEN-W/D UNIT-FP-DW",,"$3,995",greenwich village,6h ago
“LOW FEE” MINT 3BR-SPACIOUS LIVING RM-QN SZ BRS-SS-DW-AC-UNION SQ PARK,3br,"$4,850",gramercy,6h ago
1 Bedroom Apartment Wakefield Area,1br,"$1,650",bronx,6h ago
"Prewar 2BR, Elevator/Laundry; Shares/Couple; Kensington Prospect Park",2br,"$2,500",kensington,6h ago
2 Bedroom Rental in Elmont - Must See,2br,"$2,900",elmont,6h ago
Valley Stream 2 bedroom apt for a single or couple,2br,"$1,500",north valley stream,6h ago
$1600 sudio apartment all utlities included,1br,"$1,600",bronx,6h ago
Yonkers 1 Bedroom Apartment Ludlow Area,1br,"$1,400",westchester,6h ago
East Village Apartment for Rent,2br,"$4,695",east village,6h ago
2 BEDROOM SUNSET PARK,2br,"$1,850",sunset park,6h ago
"Large 2 Bdrm, Dinning area, wood flrs thruout",2br,"$2,500",canarsie / east 80's,6h ago
STUDIO APARTMENT,1br,"$1,200",jersey city,6h ago
**APARTMENT FOR RENT IN FOREST HILLS**,1br,"$1,700",forest hills,6h ago
**STUNNING 3 BED/ 2 BATH APT IN PLG STEPS FROM PROSPECT PARK*NO FEE**,3br,"$3,350",prospect lefferts gardens,6h ago
"Large 2 bedrooms apt,quiet area,utilites included!",2br,"$1,700",pelham gardens(astor av),6h ago
"Luxury 1 BR(800sf),$2118,Hardwd,W/D,Terr,Dwntwn",1br,"$2,118",stamford,6h ago
LUXURY 2 BEDROOM**GYM**ELEVATOR**ROOFTOP**LOUNDRY**NO FEE,2br,"$2,550",east flatbush,6h ago
"Harborpoint Special Modern 1 BR,$2100,Hardwd,W/D,Terr,Dwntwn",1br,"$2,100","stamford, ct",6h ago
RENOVATED MODERN 2 BEDROOM,2br,"$2,200",brooklyn,6h ago
"Newly Renovated 2 BR,, Heat & Hot Water Incl,, Walk to Subway & Buses!",2br,"$2,150",astoria,6h ago
Massive Luxury 1BD w/ Dining Rm - Tranquil Beekman Pl Location,1br,"$4,430",midtown east,6h ago
MASSIVE 4 BED 2 BATHROOM___IN UNIT LAUNDRY__NO FEE__BUSHWICK,4br,"$3,600",bushwick,6h ago
MASSIVE 4 BEDROOM WITH PARKING! NO FEE,4br,"$3,200",brooklyn,6h ago
FLEX 3 BED 24H DOORMAN BUILDING FIDI NO FEE,3br,"$4,300",financial district,6h ago
Ready to lease! Beautifully designed Apartment apartment,,"$1,709",stamford,6h ago
Great renovated 3bd in beautiful crown heights north,3br,"$2,795",brooklyn,6h ago
LARGE STUDIO FIDI NO FEE,,"$3,000",financial district,6h ago
Spacious 1 Bed with Kitchen Island!!,1br,"$2,500",crown heights,6h ago
**STUNNING RENOVATED 4 BED/ 2 BATH APT IN PRIME BUSHWICK*NO FEE**,4br,"$4,125",bushwick,6h ago
Unreal stunning true 2br steps from Times Squre central but quiet!RARE,2br,"$4,250",midtown,6h ago
**Private Backyard!! 2 Bed with Natural Light,2br,"$2,500",brooklyn,6h ago
**Laundry in Unit** Sunny 3 Bed 2 Bath!!,3br,"$4,400","south slope, brooklyn",6h ago
Modern 1 Bedroom Apartment!!,1br,"$2,400",bushwick,6h ago
Nolita Gem *Renovated* Roof Deck  *Laundry*,1br,"$2,950",nolita / bowery,6h ago
3 BED AVAILABLE IN CROWN HEIGHTS!! **GYM AND FURNISHED ROOFTOP!!**,3br,"$2,850",crown heights,6h ago
**LUXURY 2 BED/ 2 BATH APT WITH AMENITIES ADJACENT TO PROSPECT PARK**,2br,"$3,500",flatbush,6h ago
HUGE 3 BED IN GOWANUS/PARK SLOPE!! **LAUNDRY IN BUILDING**,3br,"$4,200",park slope,6h ago
Nicely redone 3 bed/1 bath residence tons of charm Prime Crown Heights,3br,"$3,100",crown heights,7h ago
Massive 1Bed (can be converted into 2) /2Bath + Terrace in UWS. NO FEE,2br,"$6,495",upper west side,7h ago
Private 2 Room Suite/ Private Bath,1br,"$1,250",somers/katonah,7h ago
MASSIVE 3 BED 2 Bath!! W/D IN UNIT!!,3br,"$3,200",brooklyn,7h ago
W/D IN UNIT! STUNNING DUPLEX/ OUTDOOR SPACE!,4br,"$3,200",flatbush,7h ago
DUPLEX IN PRIME LOCATION!!,3br,"$3,200",clinton hill,7h ago
*******High Rise Apartment For Rent in Forest Hills*****************,2br,"$2,800",forest hills,7h ago
Large Renovated 1BD w/ Spacious Layout - Elegant Prewar Elevator Bldg,1br,"$3,460",murray hill,7h ago
"1BR in Rye - No Fee, By Owner",1br,"$1,900","rye, ny",7h ago
*Renovated*Large living space*dishwasher*new appliances*,1br,"$3,200",lower east side,7h ago
Three bed Astoria,3br,"$3,300",queens,7h ago
2 bed Astoria,2br,"$2,350",queens,7h ago
GREAT OPPORTUNITY---LUXURY LIVING--NATURAL LIGTH--TRIBECA VIBE,,"$2,850",financial district,7h ago
1 bed Astoria,1br,"$1,900",queens,7h ago
--WATER VIEW APARTMENT--SKY RISE LUXURY BUILDING,,"$2,900",financial district,7h ago
